date,val
1960,nan
1961,nan
1962,nan
1963,nan
1964,nan
1965,nan
1966,nan
1967,nan
1968,nan
1969,nan
1970,nan
1971,nan
1972,nan
1973,nan
1974,nan
1975,8.252
1976,7.85
1977,8.063
1978,8.696
1979,10.041
1980,7.668
1981,7.842
1982,6.548
1983,6.037
1984,nan
1985,nan
1986,nan
1987,nan
1988,nan
1989,nan
1990,nan
1991,4.7
1992,nan
1993,nan
1994,nan
1995,nan
1996,nan
1997,nan
1998,nan
1999,nan
2000,nan
2001,nan
2002,nan
2003,nan
2004,nan
2005,nan
2006,nan
2007,nan
2008,nan
2009,nan
2010,nan
2011,nan
2012,nan
2013,nan
2014,6.862
2015,nan
2016,nan
2017,9.316
2018,8.7
2019,6.6
2020,7.409
2021,4.905
2022,5.191
2023,nan
