1960, nan
1961, nan
1962, nan
1963, nan
1964, nan
1965, nan
1966, nan
1967, nan
1968, nan
1969, nan
1970, nan
1971, nan
1972, nan
1973, nan
1974, nan
1975, nan
1976, nan
1977, nan
1978, nan
1979, nan
1980, 212218261.585643
1981, 196349931.540286
1982, 184009013.562815
1983, 191621954.855332
1984, 184697225.637076
1985, 196726096.329131
1986, 279197721.807577
1987, 337525852.647575
1988, 356500032.676316
1989, 341476768.326033
1990, 429622177.724885
1991, 424108769.502231
1992, 457388651.500941
1993, 452881475.071813
1994, 319189184.255639
1995, 398461797.009413
1996, 396053805.891754
1997, 364445600.525492
1998, 370106745.930146
1999, 382454989.945311
2000, 351136579.648632
2001, 378512024.077556
2002, 425964681.044378
2003, 546885222.713065
2004, 633706110.795615
2005, 653845169.168577
2006, 698431793.872776
2007, 795673153.183373
2008, 915659107.761613
2009, 905341173.9738
2010, 907978731.702123
2011, 1023086272.69622
2012, 1015843491.24635
2013, 1116224107.17116
2014, 1149587659.74502
2015, 966029599.801228
2016, 1012835492.51575
2017, 1077439756.12221
2018, 1188797449.96029
2019, 1195019531.03664
2020, 1225039195.93742
2021, 1296089479.45831
2022, 1242519407.27815
2023, nan
